timestamp,l_shoulder_flexion,l_shoulder_abduction,l_shoulder_internal_rot,l_elbow_flexion,l_wrist_flexion,r_shoulder_flexion,r_shoulder_abduction,r_shoulder_internal_rot,r_elbow_flexion,r_wrist_flexion
1772016141.042634,16.756421034329243,8.000767835776392,35.87323790837962,23.139540888610384,79.99999999999996,79.22741702386587,59.46758432907696,90.00000005099176,47.77076253530041,79.99999999999996
1772016141.106391,15.62619076903138,9.409740735907159,35.669963559681264,23.84405262597717,79.99999999999997,78.87610906900895,59.354918550408144,90.00000001669285,47.831295798296225,79.99999999999997
1772016141.165617,14.74497127777816,10.49505539830306,35.86410949949049,26.044312276098605,79.99999999999997,78.47603444176553,59.261322671639434,89.99999998378506,47.11883136371688,79.99999999999997
1772016141.2293253,14.07787949434654,11.229938982338298,35.94105872574531,27.755945029397232,79.99999999999996,77.77151813435204,59.38516014120253,89.99999998486834,46.68987643289222,79.99999999999996
1772016141.2924275,13.555186973387604,11.743559750548872,35.70100774360418,27.88150279192093,79.99999999999996,76.76362574597604,59.66676831406997,90.00000000070493,47.15057716651123,79.99999999999996
1772016141.3604746,13.074824724722916,12.222904805629264,35.35254693185844,26.982737498671337,79.99999999999997,75.59310227043964,59.941590174652724,90.00000000737565,48.35668969380118,79.99999999999997
1772016141.4185715,12.575708039094259,12.757892812072486,35.18908751350566,26.359976661904273,79.99999999999997,74.38189983489659,60.11216338095814,90.00000000301328,49.63571464200362,79.99999999999997
1772016141.4827857,12.141142737162449,13.2502517710189,35.30502357560971,26.737075995312104,79.99999999999996,73.23536899252733,60.14084369561171,89.99999999792588,50.2311851811484,79.99999999999996
1772016141.5432587,11.955596757674758,13.503039660471863,35.58084532010847,27.920845855576086,79.99999999999996,72.29226039992301,59.955928433878285,89.99999999765494,49.81207880437803,79.99999999999996
1772016141.6079729,12.075329790355921,13.456059004298307,35.82917863070662,29.41876015619646,79.99999999999997,71.65780117257232,59.45798184429233,89.99999999990456,48.74592871442686,79.99999999999997
1772016141.6715293,12.284854793811553,13.31084849764233,35.94344779371338,31.002337374509402,79.99999999999997,71.2837567059758,58.66515469250251,90.00000000105025,47.757027556339295,79.99999999999997
1772016141.7362218,12.27337460908196,13.356473746764536,35.96604486527715,32.639655076526864,79.99999999999996,70.97173438851372,57.8180737901597,90.00000000052034,47.2533243403068,79.99999999999996
1772016141.801643,11.941686641991627,13.67932977540401,36.01431474415413,34.17123351273465,79.99999999999996,70.52403197712403,57.239788765870685,89.99999999974598,47.136447775734766,79.99999999999996
1772016141.8614419,11.488154667032443,14.086837182697007,36.13093256656078,35.313331752929095,79.99999999999997,69.91998254923382,57.0285697532877,89.9999999996422,47.162740720529705,79.99999999999997
1772016141.9229198,11.226796731612676,14.293597377711698,36.25510089397781,35.973627984787974,79.99999999999997,69.37554319913113,56.93212838398533,89.99999999995627,47.133848746285636,79.99999999999997
1772016141.983883,11.341913040496623,14.153263340214597,36.331606367358404,36.3635117746626,79.99999999999996,69.16455551755394,56.603210056089075,90.00000000014698,46.83824449064731,79.99999999999996
1772016142.0441604,11.751265285932595,13.75608575466582,36.37027867271501,36.7179454229982,79.99999999999996,69.2927355444527,55.98298542233393,90.00000000008694,46.23734532308223,79.99999999999996
